Province,Department,Programme,Subprogramme,Sum - 2018/19 Revised baseline,Sum - 2019/20 Revised baseline,Sum - 2020/21 Indicative baseline
WESTERN CAPE,EDUCATION,Early Childhood Development ,Grade R in Public Schools,411772,435695,461030
WESTERN CAPE,EDUCATION,Early Childhood Development ,Human Resource Development,1,1,1
WESTERN CAPE,EDUCATION,Early Childhood Development ,Grade R in Early Childhood Development Centres,79750,84136,88763
WESTERN CAPE,EDUCATION,Early Childhood Development ,PRE-GRADE R TRAINING,118902,125442,132341
WESTERN CAPE,EDUCATION,EXAMINATION AND EDUCATION RELATED SERVICES,,435311,466617,500188
WESTERN CAPE,EDUCATION,EXAMINATION AND EDUCATION RELATED SERVICES,Conditional Grant ,20704,21800,22878
WESTERN CAPE,EDUCATION,EXAMINATION AND EDUCATION RELATED SERVICES,Payments to SETA,9400,9917,10462
WESTERN CAPE,EDUCATION,EXAMINATION AND EDUCATION RELATED SERVICES,EXTERNAL EXAMINATIONS,214449,230004,246716
WESTERN CAPE,EDUCATION,EXAMINATION AND EDUCATION RELATED SERVICES,PROFESSIONAL SERVICES,134245,144984,156574
WESTERN CAPE,EDUCATION,EXAMINATION AND EDUCATION RELATED SERVICES,SPECIAL PROJECTS,56513,59912,63558
WESTERN CAPE,EDUCATION,Independent School Subsidies,,113387,119623,126202
WESTERN CAPE,EDUCATION,Independent School Subsidies,Primary Level,62533,65972,69600
WESTERN CAPE,EDUCATION,Independent School Subsidies,Secondary Level,50854,53651,56602
WESTERN CAPE,EDUCATION,INFRASTRUCTURE DEVELOPMENT,,1630559,1495504,1627940
WESTERN CAPE,EDUCATION,INFRASTRUCTURE DEVELOPMENT,Administration,39850,43411,55862
WESTERN CAPE,EDUCATION,INFRASTRUCTURE DEVELOPMENT,Early Childhood Development,10000,11000,12000
WESTERN CAPE,EDUCATION,INFRASTRUCTURE DEVELOPMENT,Public Ordinary Schools,1568709,1416093,1540078
WESTERN CAPE,EDUCATION,INFRASTRUCTURE DEVELOPMENT,Special Schools,12000,25000,20000
WESTERN CAPE,EDUCATION,Public Ordinary School Education ,,16517530,17373570,18369181
WESTERN CAPE,EDUCATION,Public Ordinary School Education ,Conditional Grants,403734,409368,438442
WESTERN CAPE,EDUCATION,Public Ordinary School Education ,Human Resource Development,92794,98766,105131
WESTERN CAPE,EDUCATION,Public Ordinary School Education ,Public Primary Level,9880776,10409652,11009194
WESTERN CAPE,EDUCATION,Public Ordinary School Education ,Public Secondary Level,6140226,6455784,6816414
WESTERN CAPE,EDUCATION,PUBLIC SPECIAL SCHOOL EDUCATION,,1313546,1407106,1506925
WESTERN CAPE,EDUCATION,PUBLIC SPECIAL SCHOOL EDUCATION,Conditional grant,25733,28198,30499
WESTERN CAPE,EDUCATION,PUBLIC SPECIAL SCHOOL EDUCATION,Human Resource Development ,1,1,1
WESTERN CAPE,EDUCATION,PUBLIC SPECIAL SCHOOL EDUCATION,Schools ,1287812,1378907,1476425
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,,,604621,604611,625955
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,Administration,,68703,70696,75009
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,Administration,Corporate Services,20245,21467,22660
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,Administration,Financial Management,16399,17307,18330
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,Administration,"Office of the Provincial Minister of Local Government, Environmental Affairs and Development Planning",8557,8800,9365
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,Administration,Senior Management,23502,23122,24654
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,COMPLIANCE AND ENFORCEMENT,,24924,26887,28459
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,COMPLIANCE AND ENFORCEMENT,Environmental Quality Management  Compliance and Enforcement ,24924,26887,28459
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,Development Planning,,73842,80675,72332
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,Development Planning,Development Facilitation,19362,20813,22077
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,Development Planning,Regional Planning and Management and Special Programmes,27896,31300,21200
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,Development Planning,"Spatial Planning, Land Use Management and Municipal Support",26584,28562,29055
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,ENVIRONMENTAL EMPOWERMENT SERVICES,,996,1510,560
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,ENVIRONMENTAL EMPOWERMENT SERVICES,Environmental Capacity Development and Support ,816,735,352
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,ENVIRONMENTAL EMPOWERMENT SERVICES,Environmental Communication and Awareness Raising,180,775,208
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,"Environmental Policy, Planning and Coordination",,20619,19345,22053
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,"Environmental Policy, Planning and Coordination",Climate Change Management,5296,4450,5765
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,"Environmental Policy, Planning and Coordination",Environmental Information Management,3740,4014,4279
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,"Environmental Policy, Planning and Coordination","Intergovernmental Coordination, Spatial and Development Planning",4586,4514,4181
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,"Environmental Policy, Planning and Coordination",Legislative Development,0,0,0
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,"Environmental Policy, Planning and Coordination",Research and Development Support,6997,6367,7828
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,BIODIVERSITY MANAGEMENT,,319724,312089,328973
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,BIODIVERSITY MANAGEMENT,Biodiversity and Protected Area Planning and Management,9444,7186,7892
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,BIODIVERSITY MANAGEMENT,Coastal Management,7749,7019,7273
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,BIODIVERSITY MANAGEMENT,WESTERN CAPE NATURE CONSERVATION BOARD,302531,297884,313808
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,Environmental Quality Management,,95813,93409,98569
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,Environmental Quality Management,Air Quality Management,13894,13993,15002
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,Environmental Quality Management,Impact Management,28335,30416,32368
WESTERN CAPE,ENVIRONMENTAL AFFAIRS & DEV PLANNING,Environmental Quality Management,Pollution and Waste Management,53584,49000,51199
WESTERN CAPE,HEALTH,,,23063703,23964555,25431524
WESTERN CAPE,HEALTH,Administration,,845174,879451,930969
WESTERN CAPE,HEALTH,Administration,Office of the MEC,7919,8300,8784
WESTERN CAPE,HEALTH,Administration,MANAGEMENT,837255,871151,922185
WESTERN CAPE,HEALTH,Central Hospital Services,,6439035,6741602,7131438
WESTERN CAPE,HEALTH,Central Hospital Services,Central Hospital Services,5590320,5853167,6191847
WESTERN CAPE,HEALTH,Central Hospital Services,Provincial Tertiary Hospital Services,848715,888435,939591
WESTERN CAPE,HEALTH,District Health Services,,9344338,9707899,10352767
WESTERN CAPE,HEALTH,District Health Services,Community Based Services,222491,232132,245227
WESTERN CAPE,HEALTH,District Health Services,Community Health Centres,2208821,2311006,2444365
WESTERN CAPE,HEALTH,District Health Services,District Hospitals,3353736,3511799,3715391
WESTERN CAPE,HEALTH,District Health Services,District Management,440506,458906,485148
WESTERN CAPE,HEALTH,District Health Services,Global Fund,127255,1,1
WESTERN CAPE,HEALTH,District Health Services,Nutrition,50250,52422,55383
WESTERN CAPE,HEALTH,District Health Services,Other Community Services,1,1,1
WESTERN CAPE,HEALTH,District Health Services,COMMUNITY HEALTH CLINICS,1327652,1388206,1467593
WESTERN CAPE,HEALTH,District Health Services,CORONER SERVICES,1,1,1
WESTERN CAPE,HEALTH,District Health Services,HIV/AIDS,1613625,1753425,1939657
WESTERN CAPE,HEALTH,Emergency Medical Services,,1096633,1147604,1213756
WESTERN CAPE,HEALTH,Emergency Medical Services,EMERGENCY TRANSPORT,1010146,1057255,1118250
WESTERN CAPE,HEALTH,Emergency Medical Services,PLANNED PATIENT TRANSPORT,86487,90349,95506
WESTERN CAPE,HEALTH,Health Care Support Services,,469674,488996,516835
WESTERN CAPE,HEALTH,Health Care Support Services,Cape Medical Depot,71201,74546,78873
WESTERN CAPE,HEALTH,Health Care Support Services,Engineering Services,109667,112529,119016
WESTERN CAPE,HEALTH,Health Care Support Services,Forensic Services,183136,191520,202259
WESTERN CAPE,HEALTH,Health Care Support Services,Laundry Services,105669,110400,116686
WESTERN CAPE,HEALTH,Health Care Support Services,Orthotic and Prosthetic Services,1,1,1
WESTERN CAPE,HEALTH,HEALTH FACILITIES MANAGEMENT,,887616,826254,871697
WESTERN CAPE,HEALTH,HEALTH FACILITIES MANAGEMENT,Central Hospital Services,165305,118241,125491
WESTERN CAPE,HEALTH,HEALTH FACILITIES MANAGEMENT,Community Health Facilities,145586,122524,218206
WESTERN CAPE,HEALTH,HEALTH FACILITIES MANAGEMENT,District Hospital Services,274234,258761,214973
WESTERN CAPE,HEALTH,HEALTH FACILITIES MANAGEMENT,EMERGENCY MEDICAL RESCUE SERVICES,17983,38877,14291
WESTERN CAPE,HEALTH,HEALTH FACILITIES MANAGEMENT,OTHER FACILITIES,177396,174205,169232
WESTERN CAPE,HEALTH,HEALTH FACILITIES MANAGEMENT,PROVINCIAL HOSPITAL SERVICES,107112,113646,129504
WESTERN CAPE,HEALTH,Provincial Hospital Services,,3631615,3803315,4023809
WESTERN CAPE,HEALTH,Provincial Hospital Services,DENTAL TRAINING HOSPITALS,173491,181779,192323
WESTERN CAPE,HEALTH,Provincial Hospital Services,General (Regional) Hospitals,1998148,2092115,2212980
WESTERN CAPE,HEALTH,Provincial Hospital Services,Psychiatric/Mental Hospitals,921793,966153,1022678
WESTERN CAPE,HEALTH,Provincial Hospital Services,"Sub-acute, Step down and Chronic Medical Hospitals",211116,220807,233506
WESTERN CAPE,HEALTH,Provincial Hospital Services,Tuberculosis Hospitals,327067,342461,362322
WESTERN CAPE,HEALTH,HEALTH SCIENCES AND TRAINING,,349618,369434,390253
WESTERN CAPE,HEALTH,HEALTH SCIENCES AND TRAINING,Emergency Medical Services (EMS) Training College,32679,34086,35890
WESTERN CAPE,HEALTH,HEALTH SCIENCES AND TRAINING,Nurse Training College,95435,99906,105702
WESTERN CAPE,HEALTH,HEALTH SCIENCES AND TRAINING,Primary Health Care (PHC) Training,1,1,1
WESTERN CAPE,HEALTH,HEALTH SCIENCES AND TRAINING,Training (Other),155340,166526,175910
WESTERN CAPE,HEALTH,HEALTH SCIENCES AND TRAINING,BURSARIES,66163,68915,72750
WESTERN CAPE,HUMAN SETTLEMENTS,,,2318554,2410490,2576961
WESTERN CAPE,HUMAN SETTLEMENTS,Administration,,104023,112868,119076
WESTERN CAPE,HUMAN SETTLEMENTS,Administration,Corporate Services,97002,104959,110732
WESTERN CAPE,HUMAN SETTLEMENTS,Administration,Office of the MEC,7021,7909,8344
WESTERN CAPE,HUMAN SETTLEMENTS,Housing Asset Management,,36789,32530,34312
WESTERN CAPE,HUMAN SETTLEMENTS,Housing Asset Management,Administration,26553,28091,29629
WESTERN CAPE,HUMAN SETTLEMENTS,Housing Asset Management,Housing Properties Maintenance,10236,4439,4683
WESTERN CAPE,HUMAN SETTLEMENTS,Housing Development,,2153557,2238745,2395777
WESTERN CAPE,HUMAN SETTLEMENTS,Housing Development,Administration,84420,88438,93302
WESTERN CAPE,HUMAN SETTLEMENTS,Housing Development,Financial Interventions,227964,285767,303181
WESTERN CAPE,HUMAN SETTLEMENTS,Housing Development,Incremental Intervention,1793173,1820540,1952874
WESTERN CAPE,HUMAN SETTLEMENTS,Housing Development,Social and Rental Intervention,48000,44000,46420
WESTERN CAPE,HUMAN SETTLEMENTS,"Housing Needs, Research And Planning",,24185,26347,27796
WESTERN CAPE,HUMAN SETTLEMENTS,"Housing Needs, Research And Planning",Administration,15017,16367,17267
WESTERN CAPE,HUMAN SETTLEMENTS,"Housing Needs, Research And Planning",PLANNING,9168,9980,10529
WESTERN CAPE,LOCAL GOVERNMENT,,,252796,262461,276615
WESTERN CAPE,LOCAL GOVERNMENT,Administration,,43758,47063,49520
WESTERN CAPE,LOCAL GOVERNMENT,Administration,Corporate Services,43758,47063,49520
WESTERN CAPE,LOCAL GOVERNMENT,Development and Planning,,71105,71603,76109
WESTERN CAPE,LOCAL GOVERNMENT,Development and Planning,Disaster Management,38285,37195,39745
WESTERN CAPE,LOCAL GOVERNMENT,Development and Planning,Integrated Development Planning Coordination,8731,9450,10052
WESTERN CAPE,LOCAL GOVERNMENT,Development and Planning,Municipal Infrastructure,24089,24958,26312
WESTERN CAPE,LOCAL GOVERNMENT,Local Governance,,137932,143794,150985
WESTERN CAPE,LOCAL GOVERNMENT,Local Governance,Capacity Development,13492,14577,15535
WESTERN CAPE,LOCAL GOVERNMENT,Local Governance,Community Development Worker Programme,67068,68863,72160
WESTERN CAPE,LOCAL GOVERNMENT,Local Governance,Municipal Administration,11163,11094,11705
WESTERN CAPE,LOCAL GOVERNMENT,Local Governance,"Municipal Performance, Monitoring, Reporting and Evaluation",25447,27208,28212
WESTERN CAPE,LOCAL GOVERNMENT,Local Governance,Public Participation,9760,10392,11035
WESTERN CAPE,LOCAL GOVERNMENT,Local Governance,Service Delivery Integration,11002,11660,12338
WESTERN CAPE,LOCAL GOVERNMENT,Traditional Institutional Management,,1,1,1
WESTERN CAPE,LOCAL GOVERNMENT,Traditional Institutional Management,Traditional Institutional Administration,1,1,1
WESTERN CAPE,PREMIER,,,1486193,1421291,1499095
WESTERN CAPE,PREMIER,Centre for E-Innovation (Corporate Services Centre),,971987,906368,956417
WESTERN CAPE,PREMIER,Centre for E-Innovation (Corporate Services Centre),Connected Government and Unified Communications,358746,301477,323742
WESTERN CAPE,PREMIER,Centre for E-Innovation (Corporate Services Centre),GITO Management Services,473628,476866,503882
WESTERN CAPE,PREMIER,Centre for E-Innovation (Corporate Services Centre),Programme Support,8652,9325,9932
WESTERN CAPE,PREMIER,Centre for E-Innovation (Corporate Services Centre),Strategic ICT Services,91156,95100,95332
WESTERN CAPE,PREMIER,Centre for E-Innovation (Corporate Services Centre),Transversal Applications Development and Support,39805,23600,23529
WESTERN CAPE,PREMIER,Corporate Assurance (Corporate Services Centre),,128913,140736,147158
WESTERN CAPE,PREMIER,Corporate Assurance (Corporate Services Centre),Corporate Communication,13928,14967,15803
WESTERN CAPE,PREMIER,Corporate Assurance (Corporate Services Centre),Enterprise Risk Management,7325,7864,7998
WESTERN CAPE,PREMIER,Corporate Assurance (Corporate Services Centre),Internal Audit,44721,48866,51131
WESTERN CAPE,PREMIER,Corporate Assurance (Corporate Services Centre),Legal Services,43811,47734,49724
WESTERN CAPE,PREMIER,Corporate Assurance (Corporate Services Centre),Programme Support,2765,2939,3159
WESTERN CAPE,PREMIER,Corporate Assurance (Corporate Services Centre),Provincial Forensic Services,16363,18366,19343
WESTERN CAPE,PREMIER,Executive Support (Administration),,113442,103526,110336
WESTERN CAPE,PREMIER,Executive Support (Administration),Departmental Strategy,5205,5561,5904
WESTERN CAPE,PREMIER,Executive Support (Administration),Executive Council Support,10100,10756,11375
WESTERN CAPE,PREMIER,Executive Support (Administration),Financial Management,42903,45796,49018
WESTERN CAPE,PREMIER,Executive Support (Administration),Office of the Director-General,31934,16585,17849
WESTERN CAPE,PREMIER,Executive Support (Administration),Office of the Premier,16240,17364,18162
WESTERN CAPE,PREMIER,Executive Support (Administration),Programme Support,2687,2872,3085
WESTERN CAPE,PREMIER,Executive Support (Administration),Strategic Communications,4373,4592,4943
WESTERN CAPE,PREMIER,People Management (Corporate Services Centre),,217963,216100,227111
WESTERN CAPE,PREMIER,People Management (Corporate Services Centre),Organisation Development,75937,64006,66130
WESTERN CAPE,PREMIER,People Management (Corporate Services Centre),People Management Practices,103851,111322,117988
WESTERN CAPE,PREMIER,People Management (Corporate Services Centre),People Training and Empowerment,35365,37766,39762
WESTERN CAPE,PREMIER,People Management (Corporate Services Centre),Programme Support,2810,3006,3231
WESTERN CAPE,PREMIER,Provincial Strategic Management,,53888,54561,58073
WESTERN CAPE,PREMIER,Provincial Strategic Management,Policy and Strategy,15820,14455,15552
WESTERN CAPE,PREMIER,Provincial Strategic Management,Programme Support,2698,3156,3396
WESTERN CAPE,PREMIER,Provincial Strategic Management,Strategic Management Information,20011,21343,23007
WESTERN CAPE,PREMIER,Provincial Strategic Management,Strategic Programmes,15359,15607,16118
WESTERN CAPE,PROVINCIAL PARLIAMENT,,,187371,199154,205846
WESTERN CAPE,PROVINCIAL PARLIAMENT,Administration,,65786,70784,69784
WESTERN CAPE,PROVINCIAL PARLIAMENT,Administration,Finance,4517,4805,5118
WESTERN CAPE,PROVINCIAL PARLIAMENT,Administration,Human Resources,7630,7978,8456
WESTERN CAPE,PROVINCIAL PARLIAMENT,Administration,Information Technology,9934,12339,7971
WESTERN CAPE,PROVINCIAL PARLIAMENT,Administration,Internal Control,3726,4036,4285
WESTERN CAPE,PROVINCIAL PARLIAMENT,Administration,Office of the Secretary,23459,24714,26015
WESTERN CAPE,PROVINCIAL PARLIAMENT,Administration,Office of the Speaker,6205,6436,6794
WESTERN CAPE,PROVINCIAL PARLIAMENT,Administration,Security and Facilities Management,5318,5149,5452
WESTERN CAPE,PROVINCIAL PARLIAMENT,Administration,Supply Chain Management,4997,5327,5693
WESTERN CAPE,PROVINCIAL PARLIAMENT,Direct charge against the Provincial Revenue Fund,,43497,45933,48459
WESTERN CAPE,PROVINCIAL PARLIAMENT,Direct charge against the Provincial Revenue Fund,Direct Charges,43497,45933,48459
WESTERN CAPE,PROVINCIAL PARLIAMENT,Facilities for Members and Political Parties,,50771,53356,56089
WESTERN CAPE,PROVINCIAL PARLIAMENT,Facilities for Members and Political Parties,Facilities and Benefits to Members,8327,8641,8976
WESTERN CAPE,PROVINCIAL PARLIAMENT,Facilities for Members and Political Parties,Political Parties Support Service,42444,44715,47113
WESTERN CAPE,PROVINCIAL PARLIAMENT,Parliamentary Services,,27317,29081,31514
WESTERN CAPE,PROVINCIAL PARLIAMENT,Parliamentary Services,Committee Support,15164,15487,17153
WESTERN CAPE,PROVINCIAL PARLIAMENT,Parliamentary Services,Hansard and Language Services,4209,4989,5273
WESTERN CAPE,PROVINCIAL PARLIAMENT,Parliamentary Services,Plenary Support,3214,3236,3433
WESTERN CAPE,PROVINCIAL PARLIAMENT,Parliamentary Services,Public Education and Outreach,4730,5369,5655
WESTERN CAPE,PROVINCIAL TREASURY,,,325390,343127,359392
WESTERN CAPE,PROVINCIAL TREASURY,Administration,,61161,65933,68858
WESTERN CAPE,PROVINCIAL TREASURY,Administration,Financial Management,25039,25926,26621
WESTERN CAPE,PROVINCIAL TREASURY,Administration,Management Services,29294,32843,34749
WESTERN CAPE,PROVINCIAL TREASURY,Administration,Office of the Minister,6828,7164,7488
